,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
93,22/4/2010,01:26:00,0.274,0.000,239.700,1.200,0.000,0.000,0.0
94,19/7/2010,06:49:00,1.312,0.082,240.740,5.400,0.000,0.000,18.0
95,5/4/2009,03:02:00,0.454,0.214,244.470,2.000,0.000,2.000,0.0
96,9/6/2010,01:01:00,0.376,0.178,239.640,1.800,0.000,0.000,1.0
97,26/8/2010,15:53:00,0.260,0.098,243.320,1.200,0.000,1.000,1.0
98,13/9/2007,17:59:00,0.714,0.086,238.000,3.000,0.000,1.000,0.0
99,13/3/2010,21:40:00,1.410,0.100,240.430,5.800,0.000,0.000,19.0
100,19/6/2009,17:55:00,1.652,0.092,237.170,7.600,0.000,0.000,18.0
101,20/2/2009,03:09:00,1.436,0.068,246.360,5.800,0.000,0.000,18.0
102,8/9/2010,23:48:00,0.900,0.000,243.880,3.600,0.000,0.000,0.0
103,4/3/2008,14:01:00,1.012,0.094,242.740,4.200,0.000,0.000,0.0
104,21/2/2010,17:35:00,2.920,0.122,234.730,12.600,0.000,22.000,17.0
105,8/7/2007,18:47:00,0.616,0.094,239.730,2.600,0.000,2.000,0.0
106,17/3/2010,14:28:00,1.492,0.226,243.450,6.200,0.000,2.000,19.0
107,3/8/2008,03:38:00,0.870,0.110,236.290,3.600,0.000,0.000,13.0
108,11/7/2009,16:21:00,0.478,0.176,244.780,2.200,0.000,0.000,0.0
109,13/11/2008,15:00:00,0.344,0.082,246.590,1.400,0.000,1.000,0.0
110,7/12/2008,23:05:00,1.558,0.000,244.270,6.400,0.000,0.000,18.0
111,26/9/2008,19:00:00,5.990,0.614,237.920,25.200,38.000,1.000,11.0
112,7/11/2009,20:54:00,0.410,0.092,242.050,1.600,0.000,0.000,0.0
113,29/10/2010,02:37:00,0.338,0.088,246.08,1.4,0.0,0.0,0.0
114,3/1/2010,04:46:00,0.292,0.000,249.840,1.200,0.000,0.000,0.0
115,20/8/2008,20:12:00,0.082,0.000,242.930,0.200,0.000,0.000,0.0
116,10/6/2010,15:40:00,0.202,0.000,242.510,1.000,0.000,0.000,0.0
117,17/6/2007,18:40:00,2.158,0.048,238.780,9.000,0.000,3.000,17.0
118,4/3/2010,16:37:00,1.370,0.000,243.500,5.600,0.000,0.000,18.0
119,12/7/2009,23:37:00,0.262,0.000,242.890,1.600,0.000,0.000,3.0
120,21/3/2007,23:59:00,4.736,0.078,240.460,19.600,38.000,20.000,18.0
121,27/7/2009,05:52:00,0.304,0.238,243.150,1.600,0.000,2.000,0.0
122,8/10/2007,10:42:00,0.336,0.070,236.130,1.400,0.000,2.000,0.0
123,20/10/2007,11:32:00,1.630,0.188,241.670,6.800,0.000,0.000,18.0
124,11/9/2007,18:40:00,0.336,0.212,240.420,1.600,0.000,1.000,0.0
125,8/12/2009,23:21:00,0.312,0.108,243.490,1.200,0.000,0.000,0.0
126,8/9/2008,00:18:00,0.346,0.220,244.870,1.600,0.000,2.000,0.0
127,9/7/2010,18:55:00,1.178,0.506,240.770,5.200,0.000,1.000,13.0
128,25/12/2008,00:57:00,2.328,0.090,242.730,9.600,0.000,0.000,18.0
129,17/10/2010,15:33:00,0.336,0.000,244.690,1.400,0.000,0.000,1.0
130,31/7/2010,08:09:00,0.152,0.000,238.820,0.600,0.000,0.000,0.0
131,20/9/2009,07:36:00,0.224,0.110,242.400,1.000,0.000,1.000,0.0
132,25/5/2008,11:31:00,0.408,0.264,242.960,2.000,0.000,0.000,1.0
133,13/3/2009,22:50:00,1.324,0.058,243.630,5.400,0.000,0.000,19.0
134,20/11/2010,03:56:00,0.302,0.086,244.75,1.2,0.0,1.0,0.0
135,27/3/2010,13:22:00,1.422,0.000,240.130,5.800,0.000,0.000,19.0
136,11/3/2010,02:11:00,0.264,0.000,244.940,1.000,0.000,0.000,1.0
137,2/1/2008,20:39:00,1.412,0.000,238.410,5.800,0.000,0.000,18.0
138,14/3/2010,09:56:00,1.430,0.096,240.280,6.000,0.000,1.000,19.0
139,24/7/2009,03:22:00,0.250,0.126,240.500,1.200,0.000,0.000,0.0
140,3/5/2009,23:22:00,0.536,0.136,245.610,2.200,0.000,0.000,0.0
141,20/7/2007,10:51:00,0.386,0.210,231.790,2.000,0.000,1.000,0.0
142,24/6/2008,20:19:00,1.272,0.072,240.440,5.200,0.000,0.000,18.0
143,16/10/2010,23:40:00,0.332,0.092,242.680,1.400,0.000,1.000,0.0
144,8/6/2008,02:59:00,0.158,0.000,242.440,0.600,0.000,0.000,0.0
145,24/2/2008,01:20:00,1.304,0.000,242.030,5.400,0.000,0.000,18.0
146,13/9/2009,17:25:00,1.396,0.224,238.470,5.800,0.000,0.000,18.0
147,14/5/2009,00:21:00,0.240,0.000,244.050,1.000,0.000,0.000,1.0
148,25/11/2008,21:00:00,3.648,0.050,238.750,15.600,30.000,0.000,0.0
149,25/8/2008,03:22:00,0.246,0.250,242.630,1.400,0.000,1.000,0.0
150,15/6/2007,01:23:00,0.278,0.234,240.810,1.400,0.000,1.000,0.0
151,30/11/2009,12:37:00,1.428,0.000,244.310,5.800,0.000,0.000,19.0
152,16/7/2009,15:07:00,0.338,0.234,242.650,1.600,0.000,2.000,0.0
153,14/2/2009,22:34:00,1.688,0.000,241.400,7.000,0.000,1.000,18.0
154,3/10/2009,23:31:00,0.700,0.300,240.240,3.200,0.000,1.000,0.0
155,16/9/2009,17:05:00,0.282,0.118,242.030,1.200,0.000,0.000,1.0
156,30/10/2009,10:24:00,1.486,0.050,242.000,6.000,0.000,0.000,18.0
157,14/10/2010,10:03:00,3.124,0.230,239.280,13.200,0.000,28.000,18.0
158,29/8/2008,23:41:00,0.082,0.000,243.780,0.200,0.000,0.000,1.0
159,25/6/2010,02:51:00,0.154,0.000,239.880,0.600,0.000,0.000,1.0
160,20/8/2009,09:42:00,0.306,0.252,241.620,1.600,0.000,2.000,0.0
161,5/11/2008,16:08:00,3.268,0.504,238.660,13.800,0.000,37.000,0.0
162,18/11/2007,08:56:00,0.974,0.276,244.280,4.800,0.000,2.000,0.0
163,19/6/2009,18:17:00,0.190,0.000,241.080,0.800,0.000,0.000,1.0
164,1/10/2010,14:33:00,1.424,0.062,242.940,5.800,0.000,0.000,19.0
165,13/10/2008,12:15:00,1.312,0.000,240.810,5.400,0.000,0.000,18.0
166,5/12/2009,10:31:00,0.670,0.216,240.940,3.000,0.000,1.000,1.0
167,22/11/2008,10:15:00,1.448,0.130,239.430,6.000,0.000,0.000,17.0
168,11/9/2007,02:53:00,0.212,0.108,241.390,1.000,0.000,0.000,0.0
169,18/11/2009,19:58:00,3.908,0.244,239.480,16.400,0.000,18.000,18.0
170,7/1/2008,02:36:00,0.424,0.196,244.100,1.800,0.000,0.000,0.0
171,27/3/2008,22:40:00,1.206,0.108,244.850,5.000,0.000,0.000,0.0
172,19/1/2009,07:46:00,2.686,0.000,238.810,11.200,0.000,0.000,17.0
173,30/6/2007,23:15:00,1.202,0.058,240.510,5.000,0.000,0.000,0.0
174,6/5/2010,11:12:00,1.238,0.080,233.300,5.200,0.000,0.000,18.0
175,22/10/2009,05:17:00,0.234,0.000,244.310,1.000,0.000,0.000,1.0
176,28/12/2007,23:10:00,3.302,0.098,242.010,13.600,0.000,0.000,18.0
177,14/3/2010,11:02:00,0.726,0.280,239.520,3.200,0.000,0.000,1.0
178,14/11/2007,18:43:00,1.294,0.064,233.770,5.400,0.000,0.000,0.0
179,11/10/2007,15:27:00,0.346,0.074,239.700,1.400,0.000,1.000,0.0
180,23/9/2009,02:12:00,0.302,0.220,240.500,1.400,0.000,0.000,1.0
181,23/4/2008,02:03:00,0.258,0.000,243.570,1.000,0.000,0.000,0.0
182,21/2/2007,04:19:00,0.302,0.106,241.670,1.200,0.000,2.000,0.0
183,2/4/2008,01:41:00,0.306,0.092,243.230,1.200,0.000,0.000,0.0
184,6/4/2007,00:20:00,1.438,0.060,243.410,5.800,0.000,0.000,18.0
185,14/6/2007,18:09:00,1.428,0.208,238.250,6.000,0.000,0.000,17.0
186,16/12/2009,02:00:00,0.250,0.000,249.660,1.000,0.000,0.000,1.0
187,12/11/2009,14:24:00,0.332,0.112,244.710,1.400,0.000,0.000,1.0
188,20/12/2006,21:51:00,3.698,0.206,236.460,15.600,0.000,0.000,17.0
189,15/5/2009,03:08:00,0.272,0.000,240.580,1.200,0.000,1.000,0.0
190,9/8/2008,14:38:00,0.172,0.144,242.100,0.800,0.000,2.000,1.0
191,1/10/2007,08:54:00,1.898,0.162,234.950,8.000,0.000,1.000,16.0
192,31/7/2007,06:32:00,0.196,0.116,235.480,1.000,0.000,0.000,0.0
193,14/7/2008,04:07:00,0.150,0.000,240.810,0.600,0.000,0.000,0.0
194,20/1/2007,13:13:00,3.978,0.430,236.960,16.800,39.000,0.000,17.0
195,6/10/2009,01:42:00,0.326,0.106,242.840,1.400,0.000,2.000,0.0
196,22/6/2010,03:49:00,0.220,0.000,241.580,1.200,0.000,0.000,1.0
197,22/6/2007,17:58:00,0.194,0.096,239.450,0.800,0.000,0.000,0.0
198,24/11/2007,03:05:00,0.332,0.088,244.750,1.400,0.000,0.000,0.0
199,24/6/2010,13:33:00,0.370,0.186,241.540,1.800,0.000,0.000,1.0
200,23/10/2009,23:49:00,0.378,0.086,243.370,1.600,0.000,0.000,0.0
201,8/3/2010,19:33:00,2.200,0.158,237.940,9.200,0.000,0.000,1.0
202,25/11/2009,05:17:00,0.388,0.194,239.570,1.800,0.000,1.000,0.0
203,12/10/2008,00:31:00,0.588,0.368,244.660,2.800,0.000,1.000,1.0
204,19/6/2010,10:14:00,1.600,0.216,236.840,6.800,1.000,0.000,18.0
205,28/7/2008,01:54:00,0.334,0.224,237.380,1.600,0.000,1.000,1.0
206,12/3/2007,08:58:00,1.390,0.066,236.220,5.800,1.000,0.000,17.0
207,16/10/2008,21:30:00,2.400,0.156,237.810,10.000,0.000,0.000,18.0
208,25/7/2009,23:40:00,0.242,0.144,242.820,1.200,0.000,0.000,1.0
209,24/5/2007,07:47:00,1.558,0.058,232.720,6.600,0.000,0.000,16.0
210,24/4/2009,13:44:00,0.486,0.250,243.380,2.200,0.000,0.000,1.0
211,13/7/2009,07:11:00,0.132,0.000,243.510,0.600,0.000,0.000,1.0
212,15/9/2008,12:19:00,0.482,0.100,242.870,2.200,0.000,0.000,0.0
213,15/7/2009,07:26:00,2.054,0.364,242.140,8.600,0.000,2.000,29.0
214,3/8/2010,16:43:00,2.034,0.194,241.390,8.400,0.000,0.000,30.0
215,22/8/2010,22:17:00,1.074,0.046,241.500,4.600,0.000,0.000,1.0
216,21/9/2007,16:14:00,0.212,0.108,241.010,1.000,0.000,0.000,0.0
217,29/9/2010,15:36:00,2.074,0.388,241.740,8.800,0.000,1.000,30.0
218,5/1/2007,13:36:00,0.334,0.140,242.600,1.400,0.000,0.000,0.0
219,29/8/2010,02:35:00,0.248,0.068,240.990,1.000,0.000,0.000,1.0
220,26/7/2010,22:48:00,2.652,0.186,239.550,11.000,0.000,0.000,18.0
221,11/10/2010,11:10:00,0.326,0.072,244.500,1.400,0.000,1.000,1.0
222,4/3/2007,15:32:00,1.674,0.300,243.630,7.000,0.000,0.000,18.0
223,30/9/2008,16:07:00,0.316,0.108,243.630,1.400,0.000,0.000,0.0
224,1/12/2007,08:09:00,2.048,0.000,236.690,8.600,0.000,0.000,17.0
225,21/1/2007,17:14:00,0.564,0.000,240.100,2.400,0.000,0.000,0.0
226,24/12/2009,20:43:00,2.378,0.102,241.780,9.800,0.000,0.000,18.0
227,3/1/2010,02:47:00,0.388,0.146,247.590,1.600,0.000,0.000,1.0
228,1/7/2008,12:03:00,0.572,0.334,238.400,2.800,0.000,2.000,1.0
229,13/9/2008,23:41:00,0.438,0.000,241.880,2.000,0.000,0.000,0.0
230,27/6/2009,23:20:00,1.720,0.138,242.250,7.000,0.000,0.000,19.0
231,3/11/2007,21:30:00,0.200,0.000,239.430,0.800,0.000,0.000,0.0
232,30/12/2009,20:04:00,2.100,0.356,239.360,9.000,0.000,24.000,0.0
233,23/1/2008,16:06:00,3.788,0.078,240.370,15.600,38.000,0.000,18.0
234,19/11/2009,08:58:00,1.970,0.056,241.150,8.200,0.000,1.000,19.0
235,10/10/2007,07:39:00,0.468,0.000,238.100,2.000,0.000,0.000,0.0
236,29/3/2009,01:43:00,1.362,0.094,241.850,5.600,0.000,0.000,0.0
237,30/8/2008,23:13:00,0.084,0.000,244.850,0.200,0.000,0.000,1.0
238,4/9/2009,08:15:00,1.362,0.054,239.710,5.600,0.000,1.000,18.0
239,10/5/2009,11:10:00,0.554,0.078,240.600,2.800,0.000,0.000,1.0
240,27/12/2007,16:02:00,3.194,0.054,243.730,13.200,0.000,0.000,15.0
241,7/5/2009,05:36:00,0.266,0.000,239.500,1.000,0.000,0.000,1.0
242,13/1/2008,04:03:00,2.516,0.178,242.230,10.400,0.000,1.000,18.0
243,13/7/2009,14:08:00,0.206,0.104,239.100,1.000,0.000,0.000,1.0
244,6/9/2008,14:09:00,1.114,0.298,237.230,5.600,1.000,0.000,0.0
245,6/6/2010,02:28:00,0.344,0.222,244.730,1.600,0.000,0.000,1.0
246,12/2/2008,04:57:00,0.224,0.000,243.760,1.000,0.000,0.000,0.0
247,25/5/2009,00:53:00,0.890,0.134,245.670,3.600,0.000,0.000,12.0
248,10/10/2009,18:37:00,0.402,0.098,239.270,1.600,0.000,2.000,1.0
249,19/3/2007,04:01:00,0.240,0.000,242.190,1.000,0.000,1.000,0.0
250,21/11/2010,11:17:00,0.212,0.07,237.21,1.0,0.0,0.0,0.0
251,9/7/2010,14:19:00,0.500,0.158,240.580,2.200,0.000,0.000,1.0
252,11/8/2007,03:19:00,0.126,0.000,235.080,0.600,0.000,0.000,0.0
253,29/11/2008,23:30:00,4.406,0.106,240.310,18.200,0.000,2.000,18.0
254,1/10/2010,03:49:00,0.914,0.172,239.700,4.000,0.000,0.000,13.0
255,29/9/2010,20:37:00,1.292,0.174,239.740,5.400,1.000,1.000,0.0
256,15/1/2007,01:00:00,1.276,0.000,240.950,5.200,0.000,0.000,18.0
257,10/2/2010,00:46:00,1.518,0.000,240.940,6.200,0.000,0.000,19.0
258,11/1/2010,09:06:00,1.430,0.000,243.750,5.800,0.000,0.000,19.0
259,28/3/2010,22:53:00,1.540,0.128,239.790,6.400,0.000,1.000,1.0
260,25/3/2009,03:41:00,0.328,0.118,245.660,1.400,0.000,0.000,0.0
261,15/9/2009,03:28:00,0.284,0.128,243.670,1.200,0.000,0.000,1.0
262,24/8/2008,17:56:00,0.182,0.152,241.010,0.800,0.000,0.000,0.0
263,10/4/2008,14:29:00,0.258,0.000,244.980,1.000,0.000,0.000,1.0
264,30/1/2010,18:30:00,4.456,0.218,235.180,18.800,1.000,37.000,17.0
265,2/7/2008,08:18:00,1.318,0.416,237.600,5.800,0.000,2.000,13.0
266,12/3/2009,13:22:00,1.838,0.176,241.510,7.600,0.000,1.000,18.0
267,13/7/2008,22:53:00,2.976,0.208,238.300,12.400,0.000,1.000,18.0
268,15/10/2010,14:33:00,1.474,0.076,241.350,6.000,0.000,0.000,19.0
269,23/4/2010,00:12:00,0.402,0.216,242.340,1.800,0.000,1.000,0.0
270,8/8/2010,11:18:00,0.230,0.090,240.690,1.000,0.000,0.000,1.0
271,29/9/2007,06:47:00,0.290,0.090,241.130,1.200,0.000,2.000,0.0
272,18/9/2007,14:34:00,0.108,0.000,236.500,0.600,0.000,0.000,0.0
273,17/4/2008,21:16:00,5.736,0.178,233.000,24.600,36.000,0.000,17.0
274,10/7/2010,10:39:00,0.348,0.066,239.140,1.400,0.000,0.000,1.0
275,21/8/2009,10:01:00,0.390,0.330,238.340,2.000,0.000,2.000,1.0
276,27/2/2008,09:34:00,0.216,0.000,240.220,0.800,0.000,0.000,0.0
277,26/4/2008,20:47:00,0.712,0.222,240.860,3.000,0.000,1.000,1.0
278,21/4/2008,14:19:00,0.328,0.098,244.120,1.400,0.000,0.000,0.0
279,3/9/2007,06:56:00,4.618,0.000,234.820,20.000,0.000,0.000,0.0
280,6/8/2007,10:30:00,3.394,0.168,229.760,14.800,36.000,0.000,17.0
281,27/8/2007,07:31:00,0.402,0.346,240.150,2.200,0.000,1.000,0.0
282,15/8/2010,02:10:00,0.158,0.000,243.250,0.600,0.000,0.000,0.0
283,18/6/2010,06:44:00,0.554,0.120,240.740,2.400,0.000,0.000,0.0
284,29/5/2007,05:00:00,0.322,0.068,235.520,1.400,0.000,0.000,0.0
285,9/12/2007,16:59:00,4.366,0.432,237.560,19.000,19.000,0.000,17.0
286,6/2/2007,22:04:00,1.682,0.094,240.410,7.000,0.000,0.000,18.0
287,23/8/2009,20:12:00,0.400,0.386,242.730,2.200,0.000,2.000,0.0
288,4/5/2009,22:39:00,0.698,0.104,242.290,2.800,0.000,0.000,1.0
289,16/7/2010,13:34:00,1.266,0.142,238.820,5.200,0.000,0.000,12.0
290,23/4/2008,06:08:00,0.354,0.122,241.970,1.400,0.000,0.000,1.0
291,29/11/2008,15:26:00,1.404,0.048,243.730,5.600,1.000,0.000,18.0
292,6/2/2010,19:14:00,6.078,0.248,233.740,26.400,50.000,1.000,18.0
293,16/12/2008,13:51:00,1.434,0.070,243.220,5.800,0.000,0.000,18.0
294,3/6/2009,14:51:00,0.314,0.100,241.460,1.400,0.000,1.000,0.0
295,31/3/2007,07:56:00,0.876,0.000,239.870,3.800,0.000,0.000,0.0
296,29/7/2008,06:41:00,0.422,0.100,241.700,2.000,0.000,0.000,1.0
297,11/2/2007,15:17:00,3.490,0.116,238.660,14.600,1.000,32.000,18.0
298,15/11/2007,08:18:00,1.936,0.074,237.710,8.000,0.000,0.000,18.0
299,25/7/2009,08:09:00,1.286,0.096,241.400,5.200,0.000,0.000,19.0
300,6/2/2008,08:54:00,1.400,0.000,241.840,5.800,2.000,0.000,18.0
301,27/2/2008,03:57:00,0.212,0.000,240.390,0.800,0.000,0.000,0.0
302,4/11/2009,17:24:00,2.062,0.088,240.830,8.400,0.000,0.000,19.0
303,10/2/2007,12:17:00,2.980,0.000,236.230,12.800,0.000,25.000,18.0
304,3/9/2010,03:49:00,0.308,0.106,241.240,1.400,0.000,1.000,0.0
305,30/5/2009,22:32:00,1.300,0.000,240.280,5.400,0.000,0.000,1.0
306,8/2/2009,19:51:00,3.272,0.082,237.770,13.800,0.000,0.000,17.0
307,31/1/2007,12:43:00,2.974,0.488,237.610,12.800,0.000,18.000,17.0
308,20/11/2007,17:04:00,0.474,0.048,241.910,2.000,0.000,4.000,0.0
309,4/5/2009,08:38:00,1.470,0.198,240.140,6.000,0.000,0.000,18.0
310,26/10/2010,10:11:00,0.258,0.000,242.270,1.000,0.000,0.000,0.0
311,14/3/2008,08:35:00,1.676,0.000,237.280,7.000,0.000,0.000,18.0
312,28/8/2009,00:48:00,0.846,0.246,241.540,3.600,0.000,1.000,1.0
313,29/7/2010,23:21:00,0.874,0.208,242.680,3.600,0.000,0.000,13.0
314,3/5/2008,10:19:00,2.130,0.370,237.250,9.600,1.000,1.000,18.0
315,13/11/2009,05:40:00,0.388,0.184,240.710,1.800,0.000,0.000,1.0
316,7/1/2010,08:48:00,1.890,0.102,242.790,7.800,0.000,0.000,19.0
317,17/6/2008,21:30:00,3.716,0.200,239.640,15.400,38.000,2.000,18.0
318,6/1/2009,14:58:00,1.580,0.190,247.040,6.400,0.000,0.000,18.0
319,10/2/2009,12:15:00,1.302,0.000,242.860,5.200,0.000,0.000,18.0
320,31/7/2008,07:50:00,1.290,0.070,240.080,5.200,0.000,0.000,19.0
321,4/7/2009,19:17:00,0.598,0.378,241.690,2.800,0.000,1.000,1.0
322,9/3/2009,23:05:00,2.878,0.192,244.170,11.800,39.000,2.000,0.0
